start_district_nm,end_district_nm,transport_type,vehicle_type,trip_cnt,trip_dur
Дмитровский,Троицк,lt,,,97.0
Дмитровский,Троицк,lt,,2.0,
Дмитровский,Тропарёво-Никулино,lt,,,92.0
Дмитровский,Тропарёво-Никулино,lt,,2.0,
Дмитровский,Тёплый Стан,lt,,,69.0
Дмитровский,Тёплый Стан,lt,,3.0,
Дмитровский,Фили-Давыдково,lt,,,63.0
Дмитровский,Фили-Давыдково,lt,,2.0,
Дмитровский,Филимонковский,lt,,,98.0
Дмитровский,Филимонковский,lt,,2.0,
Дмитровский,Филёвский Парк,lt,,,59.0
Дмитровский,Филёвский Парк,lt,,3.0,
Дмитровский,Хамовники,lt,,,68.0
Дмитровский,Хамовники,lt,,4.0,
Дмитровский,Ховрино,lt,,,16.0
Дмитровский,Ховрино,lt,,83.0,
Дмитровский,Хорошёво-Мнёвники,lt,,,52.0
Дмитровский,Хорошёво-Мнёвники,lt,,10.0,
Дмитровский,Хорошёвский,lt,,,55.0
Дмитровский,Хорошёвский,lt,,8.0,
Дмитровский,Царицыно,lt,,,84.0
Дмитровский,Царицыно,lt,,2.0,
Дмитровский,Чертаново Северное,lt,,,108.0
Дмитровский,Чертаново Северное,lt,,2.0,
Дмитровский,Чертаново Центральное,lt,,,83.0
Дмитровский,Чертаново Центральное,lt,,1.0,
Дмитровский,Чертаново Южное,lt,,,87.0
Дмитровский,Чертаново Южное,lt,,3.0,
Дмитровский,Черёмушки,lt,,,89.0
Дмитровский,Черёмушки,lt,,1.0,
Дмитровский,Щербинка,lt,,,104.0
Дмитровский,Щербинка,lt,,2.0,
Дмитровский,Щукино,lt,,,46.0
Дмитровский,Щукино,lt,,9.0,
Дмитровский,Южное Бутово,lt,,,99.0
Дмитровский,Южное Бутово,lt,,2.0,
Дмитровский,Южное Медведково,lt,,,32.0
Дмитровский,Южное Медведково,lt,,1.0,
Дмитровский,Южное Тушино,lt,,,47.0
Дмитровский,Южное Тушино,lt,,5.0,
Дмитровский,Южнопортовый,lt,,,65.0
Дмитровский,Южнопортовый,lt,,3.0,
Дмитровский,Якиманка,lt,,,65.0
Дмитровский,Якиманка,lt,,3.0,
Дмитровский,Ярославский,lt,,,20.0
Дмитровский,Ярославский,lt,,11.0,
Дмитровский,Ясенево,lt,,,92.0
Дмитровский,Ясенево,lt,,2.0,
Донской,Академический,lt,,,16.0
Донской,Академический,lt,,59.0,
Донской,Алексеевский,lt,,,31.0
Донской,Алексеевский,lt,,16.0,
Донской,Алтуфьевский,lt,,,52.0
Донской,Алтуфьевский,lt,,2.0,
Донской,Арбат,lt,,,22.0
Донской,Арбат,lt,,44.0,
Донской,Аэропорт,lt,,,35.0
Донской,Аэропорт,lt,,29.0,
Донской,Бабушкинский,lt,,,43.0
Донской,Бабушкинский,lt,,5.0,
Донской,Басманный,lt,,,21.0
Донской,Басманный,lt,,62.0,
Донской,Беговой,lt,,,34.0
Донской,Беговой,lt,,19.0,
Донской,Бекасово,lt,,,72.0
Донской,Бекасово,lt,,7.0,
Донской,Бескудниковский,lt,,,48.0
Донской,Бескудниковский,lt,,7.0,
Донской,Бибирево,lt,,,54.0
Донской,Бибирево,lt,,4.0,
Донской,Бирюлёво Восточное,lt,,,33.0
Донской,Бирюлёво Восточное,lt,,34.0,
Донской,Бирюлёво Западное,lt,,,34.0
Донской,Бирюлёво Западное,lt,,8.0,
Донской,Богородское,lt,,,36.0
Донской,Богородское,lt,,3.0,
Донской,Братеево,lt,,,29.0
Донской,Братеево,lt,,4.0,
Донской,Бутырский,lt,,,38.0
Донской,Бутырский,lt,,10.0,
Донской,Вешняки,lt,,,28.0
Донской,Вешняки,lt,,5.0,
Донской,Внуково,lt,,,58.0
Донской,Внуково,lt,,7.0,
Донской,Войковский,lt,,,37.0
Донской,Войковский,lt,,12.0,
Донской,Вороново,lt,,,85.0
Донской,Вороново,lt,,3.0,
Донской,Восточное Дегунино,lt,,,50.0
Донской,Восточное Дегунино,lt,,2.0,
Донской,Восточное Измайлово,lt,,,43.0
Донской,Восточное Измайлово,lt,,2.0,
Донской,Выхино-Жулебино,lt,,,21.0
Донской,Выхино-Жулебино,lt,,72.0,
Донской,Гагаринский,lt,,,14.0
Донской,Гагаринский,lt,,57.0,
Донской,Головинский,lt,,,49.0
Донской,Головинский,lt,,4.0,
Донской,Гольяново,lt,,,44.0
Донской,Гольяново,lt,,3.0,
Донской,Даниловский,lt,,,10.0
Донской,Даниловский,lt,,318.0,
Донской,Дмитровский,lt,,,45.0
Донской,Дмитровский,lt,,3.0,
Донской,Донской,lt,,,10.0
Донской,Донской,lt,,413.0,
Донской,Дорогомилово,lt,,,28.0
Донской,Дорогомилово,lt,,32.0,
Донской,Замоскворечье,lt,,,17.0
Донской,Замоскворечье,lt,,62.0,
Донской,Западное Дегунино,lt,,,44.0
Донской,Западное Дегунино,lt,,11.0,
Донской,Зюзино,lt,,,25.0
Донской,Зюзино,lt,,6.0,
Донской,Зябликово,lt,,,45.0
Донской,Зябликово,lt,,1.0,
Донской,Ивановское,lt,,,29.0
Донской,Ивановское,lt,,35.0,
Донской,Измайлово,lt,,,21.0
Донской,Измайлово,lt,,24.0,
Донской,Капотня,lt,,,31.0
Донской,Капотня,lt,,8.0,
Донской,Коммунарка,lt,,,43.0
Донской,Коммунарка,lt,,25.0,
Донской,Коньково,lt,,,26.0
Донской,Коньково,lt,,19.0,
Донской,Коптево,lt,,,42.0
Донской,Коптево,lt,,7.0,
Донской,Косино-Ухтомский,lt,,,28.0
Донской,Косино-Ухтомский,lt,,18.0,
Донской,Котловка,lt,,,12.0
Донской,Котловка,lt,,90.0,
Донской,Краснопахорский,lt,,,67.0
Донской,Краснопахорский,lt,,3.0,
Донской,Красносельский,lt,,,26.0
Донской,Красносельский,lt,,46.0,
Донской,Крылатское,lt,,,36.0
Донской,Крылатское,lt,,15.0,
Донской,Крюково,lt,,,101.0
Донской,Крюково,lt,,3.0,
Донской,Кузьминки,lt,,,15.0
Донской,Кузьминки,lt,,11.0,
Донской,Кунцево,lt,,,36.0
Донской,Кунцево,lt,,32.0,
Донской,Куркино,lt,,,65.0
Донской,Куркино,lt,,5.0,
Донской,Левобережный,lt,,,44.0
Донской,Левобережный,lt,,19.0,
Донской,Лефортово,lt,,,19.0
Донской,Лефортово,lt,,57.0,
Донской,Лианозово,lt,,,63.0
Донской,Лианозово,lt,,3.0,
Донской,Ломоносовский,lt,,,25.0
Донской,Ломоносовский,lt,,2.0,
Донской,Лосиноостровский,lt,,,49.0
Донской,Лосиноостровский,lt,,5.0,
Донской,Люблино,lt,,,25.0
Донской,Люблино,lt,,22.0,
Донской,Марфино,lt,,,63.0
Донской,Марфино,lt,,1.0,
Донской,Марьина Роща,lt,,,36.0
Донской,Марьина Роща,lt,,10.0,
Донской,Марьино,lt,,,28.0
Донской,Марьино,lt,,11.0,
Донской,Матушкино,lt,,,79.0
Донской,Матушкино,lt,,3.0,
Донской,Метрогородок,lt,,,39.0
Донской,Метрогородок,lt,,9.0,
Донской,Мещанский,lt,,,27.0
Донской,Мещанский,lt,,29.0,
Донской,Митино,lt,,,56.0
Донской,Митино,lt,,10.0,
Донской,Можайский,lt,,,30.0
Донской,Можайский,lt,,43.0,
Донской,Молжаниновский,lt,,,59.0
Донской,Молжаниновский,lt,,9.0,
Донской,Москворечье-Сабурово,lt,,,16.0
Донской,Москворечье-Сабурово,lt,,25.0,
Донской,Нагатино-Садовники,lt,,,16.0
Донской,Нагатино-Садовники,lt,,100.0,
Донской,Нагатинский Затон,lt,,,20.0
Донской,Нагатинский Затон,lt,,11.0,
Донской,Нагорный,lt,,,10.0
Донской,Нагорный,lt,,91.0,
Донской,Некрасовка,lt,,,30.0
Донской,Некрасовка,lt,,11.0,
Донской,Нижегородский,lt,,,16.0
Донской,Нижегородский,lt,,26.0,
Донской,Ново-Переделкино,lt,,,46.0
Донской,Ново-Переделкино,lt,,3.0,
Донской,Новогиреево,lt,,,27.0
Донской,Новогиреево,lt,,2.0,
Донской,Новокосино,lt,,,38.0
Донской,Новокосино,lt,,6.0,
Донской,Обручевский,lt,,,25.0
Донской,Обручевский,lt,,16.0,
Донской,Орехово-Борисово Северное,lt,,,24.0
Донской,Орехово-Борисово Северное,lt,,12.0,
Донской,Орехово-Борисово Южное,lt,,,27.0
Донской,Орехово-Борисово Южное,lt,,32.0,
Донской,Останкинский,lt,,,40.0
Донской,Останкинский,lt,,14.0,
Донской,Отрадное,lt,,,47.0
Донской,Отрадное,lt,,7.0,
Донской,Очаково-Матвеевское,lt,,,28.0
Донской,Очаково-Матвеевское,lt,,36.0,
Донской,Перово,lt,,,22.0
Донской,Перово,lt,,25.0,
Донской,Печатники,lt,,,10.0
Донской,Печатники,lt,,74.0,
Донской,Покровское-Стрешнево,lt,,,36.0
